tender_country,tender_year,tender_mainCpv,tender_estimatedPrice_EUR,lot_bidsCount,tender_procedureType,tender_supplyType,buyer_buyerType,buyer_country,tender_indicator_score_INTEGRITY,tender_indicator_score_ADMINISTRATIVE,tender_indicator_score_TRANSPARENCY
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
BG,2015,55520000,1002147.0,5.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,BG,83.3333,13.3333,70.3704
PL,2016,33692500,221442.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,73.5185,17.5758,81.4516
IT,2022,33651600,20000000000.0,963.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,94.4444,50.5208,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
RO,2021,45453000,1721857.0,14.0,OPEN,WORKS,REGIONAL_AUTHORITY,ROMANIA,94.0286,36.0,42.7249
BG,2021,33600000,1888675.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,83.3333,49.0385,40.7738
PL,2016,33690000,3850907.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,76.3889,17.8462,79.5775
BG,2018,63500000,17379570.0,4.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,83.3333,48.6111,77.1066
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
SI,2015,15800000,180000.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,69.3069,37.7778,77.0919
RO,2019,03221240,10612185.0,6.0,OPEN,SUPPLIES,OTHER,ROMANIA,99.0824,38.7097,42.2078
CZ,2019,45233142,3438258.0,5.0,OPEN,WORKS,NATIONAL_AGENCY,CZ,100.0,61.1111,62.5
RO,2019,33621400,1623032.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,88.8909,36.25,42.4658
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
SI,2015,15800000,180000.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,69.3069,37.7778,77.0919
PL,2017,33600000,558818.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,78.671,15.9021,81.797
RO,2022,33694000,861227.0,1.0,OPEN,SUPPLIES,OTHER,RO,100.0,30.303,43.75
RO,2022,39831240,4024938.0,13.0,OPEN,SUPPLIES,OTHER,RO,99.4415,26.8889,35.7143
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
RO,2018,33661500,762791.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,91.125,38.2353,42.6483
BG,2016,09100000,39702424.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
RO,2019,66514110,3047485.0,1.0,APPROACHING_BIDDERS,SERVICES,OTHER,ROMANIA,72.3838,37.7778,38.0952
SI,2015,33141000,781250.0,11.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,71.7074,57.2093,75.8751
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
SI,2015,30190000,209008.0,4.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,SI,69.5858,37.1429,69.54
CZ,2015,30190000,729900.0,5.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,CZ,100.0,51.6667,83.3333
GR,2018,15111000,247522.0,2.0,OPEN,SUPPLIES,OTHER,GR,91.6667,32.3529,77.7778
BG,2016,71220000,7669496.0,2.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,77.5262,32.0,77.6107
SI,2015,15800000,159049.77,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,77.2287,35.8621,77.7993
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
RO,2019,33690000,736691.0,21.0,OPEN,SUPPLIES,PUBLIC_BODY,RO,80.0,33.1301,43.75
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
BG,2016,33140000,425913.0,37.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,83.3333,16.358,79.9242
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
CZ,2019,77200000,11667138.0,1.0,OPEN,SERVICES,NATIONAL_AUTHORITY,CZ,85.0199,46.9697,67.0194
SI,2015,15000000,60000.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,80.4688,23.8298,76.5812
RO,2019,50110000,4636687.0,2.0,APPROACHING_BIDDERS,SERVICES,NATIONAL_AUTHORITY,ROMANIA,65.4111,38.2609,42.4107
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
RO,2021,33140000,1913742.0,56.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,85.6893,32.8205,50.0
CZ,2016,71250000,50016561.0,7.0,NEGOTIATED,SERVICES,UTILITIES,CZ,92.8571,48.4848,77.2043
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
RO,2022,33690000,1289338.0,9.0,OPEN,SUPPLIES,OTHER,RO,98.7281,47.381,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
RO,2021,09134200,116197.0,3.0,APPROACHING_BIDDERS,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,89.6979,37.7778,40.0
SI,2015,15800000,180000.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,69.3069,37.7778,77.0919
BG,2016,45000000,12161775.0,1.0,OPEN,WORKS,PUBLIC_BODY,BG,75.0,27.381,76.8232
RO,2022,33140000,1924694.0,3.0,APPROACHING_BIDDERS,SUPPLIES,OTHER,ROMANIA,87.4391,39.375,42.7035
BG,2018,71530000,119066.0,3.0,OPEN,SERVICES,UTILITIES,BG,100.0,25.0,74.6575
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
BG,2021,50400000,63576.0,1.0,OPEN,SERVICES,OTHER,BG,70.0,15.5173,55.1136
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
RO,2019,30213300,12945950.0,5.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,99.9864,43.3333,43.75
SI,2015,30190000,209008.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,SI,69.5858,37.1429,69.54
BG,2015,71621000,2300849.0,5.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,100.0,18.0,80.0
RO,2019,85200000,697466.0,12.0,OPEN,SERVICES,NATIONAL_AUTHORITY,RO,80.0,31.8182,43.75
BG,2016,09100000,39702424.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
BG,2016,45000000,12161775.0,1.0,OPEN,WORKS,PUBLIC_BODY,BG,75.0,27.381,76.8232
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
SI,2015,15000000,36000.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,68.9216,38.6667,70.0615
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
BG,2016,33631600,1278249.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,83.3333,18.6667,77.7778
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
PL,2015,38581000,213800.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,PL,75.8929,37.2727,80.6818
SI,2015,15000000,9705.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,58.4649,35.4717,75.0127
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
RO,2020,33652100,488410.0,10.0,OPEN,SUPPLIES,PUBLIC_BODY,RO,80.0,48.5714,50.0
BG,2017,90911200,6135597.0,6.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,83.0601,48.6111,76.1464
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
SI,2016,15000000,1410000.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,76.0,38.2609,78.5256
BG,2017,30190000,3527400.0,4.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,100.0,40.4762,76.7411
RO,2023,33600000,2848759.0,4.0,APPROACHING_BIDDERS,SUPPLIES,OTHER,ROMANIA,82.7784,39.604,42.6339
BG,2016,09100000,39702424.0,4.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
RO,2020,33690000,11462741.0,92.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,96.7821,36.7611,42.6786
BG,2021,45233161,29849.0,3.0,NEGOTIATED_WITH_PUBLICATION,WORKS,REGIONAL_AUTHORITY,BG,75.0,78.5714,50.0
SI,2015,33000000,45900.0,7.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,SI,77.808,38.5185,77.3105
RO,2023,33600000,7446019.0,6.0,APPROACHING_BIDDERS,SUPPLIES,OTHER,ROMANIA,85.212,39.3443,41.9643
RO,2021,33111710,5917521.0,1.0,OPEN,SUPPLIES,OTHER,RO,97.2733,30.5556,43.75
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
ES,2017,90922000,216000.0,4.0,OPEN,SERVICES,OTHER,ES,79.0124,20.8333,75.0
BG,2016,09100000,39702424.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
BG,2016,71220000,7669496.0,2.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,77.5262,32.0,77.6107
BG,2016,09100000,39702424.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
BG,2015,66500000,1533899.0,1.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,88.3333,28.8889,84.5361
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
BG,2020,30125100,6650688.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,81.4118,41.6667,82.9545
RO,2022,30231200,11400645.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,100.0,46.4286,43.75
BG,2016,71220000,7669496.0,6.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,77.5262,32.0,77.6107
RO,2019,33621100,1337359.0,13.0,OPEN,SUPPLIES,OTHER,RO,80.0,65.873,50.0
LV,2016,33000000,200000.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,LV,92.7426,39.9507,71.8987
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
RO,2022,33140000,8150763.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,89.2756,39.5062,42.5087
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
HR,2015,33600000,897761.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,HR,99.8442,18.4127,76.0386
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
HU,2021,38636100,85119.0,27.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,HU,78.5714,9.8039,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
BG,2015,15894220,412363.0,15.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,83.3333,16.6667,72.6098
BG,2020,79711000,511181.0,2.0,OPEN,SERVICES,UTILITIES,BG,83.1746,26.0417,76.4636
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
RO,2020,33600000,25548381.0,21.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,85.6079,48.5564,50.0
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
BG,2021,45000000,19962.0,1.0,OPEN,WORKS,PUBLIC_BODY,BG,70.0,38.4616,62.5
PL,2016,33696500,298921.0,2.0,OPEN,SUPPLIES,OTHER,PL,87.6723,16.4609,85.7276
CZ,2017,48160000,319292.0,2.0,OPEN,SERVICES,REGIONAL_AGENCY,CZ,90.0,31.9445,72.2222
SI,2016,15100000,1245665.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,83.1845,38.7097,77.6987
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
RO,2019,33111000,2429422.0,3.0,OPEN,SUPPLIES,OTHER,RO,83.4427,31.1111,43.75
RO,2022,79512000,953399.0,1.0,OPEN,SERVICES,UTILITIES,RO,85.7143,30.5556,50.0
SI,2016,15100000,1245665.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,83.1845,38.7097,77.6987
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2022,33651600,20000000000.0,963.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,94.4444,50.5208,50.0
BG,2015,63500000,15338992.0,6.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,83.1395,44.0476,77.5194
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
BG,2015,90530000,4269353.0,2.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,83.3333,14.2857,70.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
RO,2021,33140000,8596397.0,18.0,OPEN,SUPPLIES,OTHER,ROMANIA,94.1363,39.1667,42.7391
CZ,2016,71250000,50016561.0,7.0,NEGOTIATED,SERVICES,UTILITIES,CZ,92.8571,48.4848,77.2043
RO,2021,33600000,9495757.0,3.0,OPEN,SUPPLIES,REGIONAL_AGENCY,ROMANIA,90.8625,39.6522,42.823
ES,2019,44160000,1205401.16,21.0,OPEN,SUPPLIES,OTHER,ES,100.0,20.8333,43.75
LT,2021,73210000,3500000.0,855.0,RESTRICTED,SERVICES,PUBLIC_BODY,LT,100.0,49.3333,50.0
CZ,2016,71250000,205255.0,3.0,OPEN,SERVICES,NATIONAL_AUTHORITY,CZ,100.0,48.2143,66.6667
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
RO,2021,33600000,5678521.0,3.0,OPEN,SUPPLIES,OTHER,ROMANIA,92.871,39.1667,42.4107
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
SI,2015,15000000,60000.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,79.1667,38.0645,70.4054
SI,2016,15100000,1245665.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,83.1845,38.7097,77.6987
IT,2018,45450000,8201760.0,17.0,OPEN,WORKS,PUBLIC_BODY,IT,92.8571,40.0,43.75
SI,2015,15000000,9705.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,58.4649,35.4717,75.0127
LT,2021,73210000,3500000.0,855.0,RESTRICTED,SERVICES,PUBLIC_BODY,LT,100.0,49.3333,50.0
RO,2022,33700000,6452585.0,3.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,ROMANIA,98.549,36.3636,42.0168
RO,2021,33140000,653124.0,24.0,OPEN,SUPPLIES,OTHER,RO,85.7143,30.2564,50.0
IT,2022,33651600,20000000000.0,963.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,94.4444,50.5208,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
SI,2015,15800000,180000.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,69.3069,37.7778,77.0919
PL,2015,33600000,340668.0,2.0,OPEN,SUPPLIES,OTHER,PL,79.4982,19.0769,72.9959
SI,2015,15800000,180000.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,69.3069,37.7778,77.0919
SI,2015,30190000,209008.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,SI,69.5858,37.1429,69.54
RO,2021,18143000,7995258.0,21.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,100.0,29.7872,43.75
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
RO,2020,50420000,5339937.0,2.0,OPEN,SERVICES,OTHER,ROMANIA,92.5448,58.4211,42.6053
RO,2022,39831240,73363.0,6.0,OPEN,SUPPLIES,OTHER,ROMANIA,99.699,56.3636,42.3963
CZ,2016,45000000,3656252.0,4.0,RESTRICTED,WORKS,REGIONAL_AUTHORITY,CZ,80.0,27.6923,70.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
RO,2021,33696500,2759953.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,89.597,35.3846,40.0
SI,2015,15800000,28533.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,75.1226,38.5714,77.4557
RO,2022,64100000,94497.0,1.0,APPROACHING_BIDDERS,SERVICES,REGIONAL_AGENCY,ROMANIA,70.4948,55.5556,38.0952
SI,2015,50110000,2808.0,1.0,NEGOTIATED,SERVICES,UTILITIES,SI,61.7674,26.3636,74.726
PL,2015,33690000,482587.0,3.0,OPEN,SUPPLIES,OTHER,PL,94.149,17.7358,79.9325
SI,2015,33141000,781250.0,8.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,71.7074,57.2093,75.8751
IT,2022,33651600,20000000000.0,963.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,94.4444,50.5208,50.0
NO,2015,70000000,128521.0,7.0,OPEN,SERVICES,REGIONAL_AGENCY,NO,75.0,6.6667,80.0
BG,2020,79711000,511181.0,2.0,OPEN,SERVICES,UTILITIES,BG,83.1746,26.0417,76.4636
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
RO,2021,33141720,6528.0,1.0,APPROACHING_BIDDERS,SUPPLIES,OTHER,ROMANIA,70.2417,37.7778,42.1429
PL,2016,92000000,690829.0,166.0,NEGOTIATED,SERVICES,OTHER,PL,94.4444,9.0909,83.3333
RO,2020,66172000,1988034.0,1.0,OPEN,SERVICES,NATIONAL_AUTHORITY,RO,85.7143,30.303,43.75
BG,2015,63500000,15338992.0,4.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,83.1395,44.0476,77.5194
RO,2022,15000000,8745094.0,4.0,OPEN,SUPPLIES,OTHER,ROMANIA,83.9274,37.1429,42.4812
BG,2015,33182210,243752.0,10.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,76.1266,5.5172,75.6643
BG,2015,33182210,243752.0,10.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,76.1266,5.5172,75.6643
BG,2022,45200000,58683.0,8.0,OPEN,WORKS,REGIONAL_AUTHORITY,BG,87.5,37.5,62.5
RO,2022,33140000,3356675.0,9.0,APPROACHING_BIDDERS,SUPPLIES,OTHER,ROMANIA,90.211,39.3258,41.8868
RO,2020,66514110,8512588.0,2.0,OPEN,SERVICES,NATIONAL_AUTHORITY,ROMANIA,94.8518,76.0,42.8011
ES,2019,33690000,104728819.37,66.0,OPEN,SUPPLIES,PUBLIC_BODY,ES,100.0,45.8333,50.0
BG,2015,30192000,1370283.0,5.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,79.6078,35.3846,81.5476
RO,2018,33690000,11930323.0,13.0,OPEN,SUPPLIES,OTHER,ROMANIA,99.5382,39.6491,42.7371
RO,2021,33696000,193302697.49,8.0,OPEN,SUPPLIES,OTHER,RO,100.0,39.1534,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
SI,2015,30190000,209008.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,SI,69.5858,37.1429,69.54
IT,2022,33651600,20000000000.0,963.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,94.4444,50.5208,50.0
SI,2015,15000000,9705.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,58.4649,35.4717,75.0127
SI,2016,15100000,1245665.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,83.1845,38.7097,77.6987
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
RO,2020,33141641,405334.0,6.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,85.7143,31.8628,50.0
BG,2021,50000000,182366.0,2.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,90.0,40.0,50.0
SI,2015,15800000,16000.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,66.4286,24.6154,77.5681
BG,2021,30125100,9389806.0,3.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,94.8592,42.1569,83.1342
SI,2015,15800000,180000.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,69.3069,37.7778,77.0919
RO,2015,33100000,3007409.0,4.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,RO,91.1439,46.0606,78.9216
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
SI,2016,15100000,1245665.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,83.1845,38.7097,77.6987
CZ,2020,45233100,22439233.0,7.0,OPEN,WORKS,REGIONAL_AUTHORITY,CZ,90.0,40.625,77.1367
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
RO,2022,15800000,6848575.0,2.0,APPROACHING_BIDDERS,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,86.6172,38.1818,42.1769
IT,2022,33651600,20000000000.0,963.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,94.4444,50.5208,50.0
IT,2019,79410000,50000000.0,7.0,OPEN,SERVICES,EUROPEAN_AGENCY,FR,100.0,64.8148,43.75
RO,2021,66514110,17471.0,4.0,APPROACHING_BIDDERS,SERVICES,NATIONAL_AUTHORITY,ROMANIA,78.7845,37.7778,41.5584
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
RO,2022,33140000,15552160.0,34.0,OPEN,SUPPLIES,OTHER,RO,99.9847,45.5761,35.7143
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
PL,2015,33600000,200017.0,4.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,69.847,19.1111,78.9668
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
BG,2015,33111000,317006.0,31.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,83.3333,16.9231,70.3226
RO,2021,33690000,849654.0,20.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,80.0,22.7778,50.0
BG,2021,45244000,2439918.0,3.0,OPEN,WORKS,REGIONAL_AUTHORITY,BG,90.0,40.625,62.5
BG,2016,79800000,255650.0,2.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,80.303,28.2353,79.5553
